"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1032,1085,145,1007,1111,135,1084,1147,126
"Belgium","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1441,1562,135,1600,1776,132,1667,1812,125
"Bulgaria","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",168,68,175,256,98,170,410,182,161,422,202,166
"Croatia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,1020,718,166,NA,NA,NA
"Cyprus","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,642,972,171,975,866,164,922,831,155
"Czech Rep.","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",589,305,167,714,434,169,797,577,171,824,525,168
"Denmark","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1215,1666,111,1285,1755,104,1197,1666,95
"Estonia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,483,309,147,564,387,147,686,519,158
"Finland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1422,1658,156,1608,1921,156,1755,2147,158
"France","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1242,1376,140,1351,1519,139,1470,1583,138
"Germany","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1004,1032,133,1084,1132,134,1039,1054,125
"Greece","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1099,943,177,1058,974,163,924,790,163
"Hungary","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",546,293,187,608,363,176,729,435,166,786,452,164
"Iceland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,847,1269,118,854,912,109,997,1176,108
"Ireland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",1204,1419,128,1405,1698,135,1672,1849,146,1609,1967,118
"Italy","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1056,1081,143,1037,1061,135,1258,1295,141
"Latvia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,377,217,152,310,281,135,484,339,137
"Lithuania","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",309,152,167,436,235,151,547,324,146,590,370,160
"Luxembourg","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1677,1882,158,1781,2154,152,1828,2202,160
"Macedonia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,921,357,170,635,295,170
"Malta","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,388,624,126,1188,869,133,1163,941,136
"Montenegro","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,609,338,174
"Netherlands","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",1143,1166,114,921,981,104,985,1097,98,1033,1134,90
"Norway","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Service and sales workers","Less than 30 years","Total",NA,NA,NA,1192,1580,99,1182,1746,90,1261,1846,87
