"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1537,1616,135,1637,1806,139,1789,1893,143
"Belgium","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1881,2039,152,2065,2292,149,1980,2152,140
"Bulgaria","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",268,109,180,430,164,173,602,267,155,724,346,170
"Croatia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,NA,NA,NA,1302,917,167,NA,NA,NA
"Cyprus","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,768,1162,158,1710,1519,163,NA,NA,NA
"Czech Rep.","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",827,428,166,999,607,167,1130,818,167,1147,730,165
"Denmark","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1754,2405,140,1891,2582,140,1877,2612,134
"Estonia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,709,453,147,863,593,146,944,714,154
"Finland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1736,2025,158,1975,2359,158,2080,2544,155
"France","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1626,1802,143,1670,1876,146,1799,1938,142
"Germany","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1495,1537,149,1444,1508,148,1788,1815,147
"Greece","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1353,1161,173,1434,1320,175,1092,932,160
"Hungary","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",601,322,186,802,479,176,843,503,166,923,531,170
"Iceland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,NA,NA,NA,1137,1214,122,1379,1628,121
"Ireland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",1820,2145,127,2281,2757,144,2601,2876,145,1684,2059,103
"Italy","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,1476,1510,132,1787,1828,149,1655,1704,148
"Latvia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,569,327,150,440,400,139,781,548,154
"Lithuania","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",438,216,157,622,336,156,NA,NA,NA,658,412,145
"Luxembourg","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,2716,3049,154,2630,3181,153,2919,3516,167
"Macedonia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,NA,NA,NA,1208,468,169,888,413,181
"Malta","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,581,933,134,1811,1324,172,2026,1639,152
"Montenegro","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,584,179
"Netherlands","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",1489,1519,124,1262,1345,116,1470,1638,115,1479,1624,110
"Norway","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",NA,NA,NA,2022,2681,129,1943,2870,121,2016,2953,116
"Poland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Technicians and associate professionals","Less than 30 years","Females",590,349,178,694,403,160,819,489,155,1051,587,172
