"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Services of the business economy","Elementary occupations","60 years or over","Males",603,602,69,641,674,76,911,1005,95,1049,1110,98
"Belgium","Services of the business economy","Elementary occupations","60 years or over","Males",1423,1425,131,1410,1529,136,1492,1656,113,1767,1921,127
"Bulgaria","Services of the business economy","Elementary occupations","60 years or over","Males",153,62,135,235,90,147,360,160,143,434,208,172
"Croatia","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,971,684,169,NA,NA,NA
"Cyprus","Services of the business economy","Elementary occupations","60 years or over","Males",1200,1099,163,837,1266,175,1341,1191,163,1447,1303,171
"Czech Rep.","Services of the business economy","Elementary occupations","60 years or over","Males",469,243,157,640,389,162,794,575,162,845,538,164
"Denmark","Services of the business economy","Elementary occupations","60 years or over","Males",1398,1801,101,1462,2006,99,1731,2364,104,1603,2230,96
"Estonia","Services of the business economy","Elementary occupations","60 years or over","Males",322,169,162,405,259,150,572,393,148,625,472,147
"Finland","Services of the business economy","Elementary occupations","60 years or over","Males",1235,1465,129,1472,1716,142,1686,2015,148,1935,2367,154
"France","Services of the business economy","Elementary occupations","60 years or over","Males",1195,1199,116,1237,1371,112,1062,1193,105,1627,1752,120
"Germany","Services of the business economy","Elementary occupations","60 years or over","Males",766,792,74,931,958,78,784,819,82,516,524,55
"Greece","Services of the business economy","Elementary occupations","60 years or over","Males",1081,902,169,1942,1667,173,1639,1508,173,1463,1250,166
"Hungary","Services of the business economy","Elementary occupations","60 years or over","Males",514,275,165,516,308,150,573,342,139,804,462,146
"Iceland","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,1760,1880,178,1613,1904,138
"Ireland","Services of the business economy","Elementary occupations","60 years or over","Males",1585,1869,156,1686,2038,144,2191,2422,156,2206,2698,145
"Italy","Services of the business economy","Elementary occupations","60 years or over","Males",1547,1453,161,1384,1416,156,1510,1546,160,1571,1617,165
"Latvia","Services of the business economy","Elementary occupations","60 years or over","Males",336,170,172,366,210,165,431,392,143,538,377,141
"Lithuania","Services of the business economy","Elementary occupations","60 years or over","Males",301,148,160,382,206,151,NA,NA,NA,439,275,140
"Luxembourg","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,1222,473,168,722,336,182
"Malta","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,1380,1009,151,1334,1079,149
"Montenegro","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands","Services of the business economy","Elementary occupations","60 years or over","Males",813,829,78,1165,1242,96,1288,1435,113,1383,1519,110
"Norway","Services of the business economy","Elementary occupations","60 years or over","Males",2249,3285,127,1590,2109,106,2028,2995,123,1731,2535,110
"Poland","Services of the business economy","Elementary occupations","60 years or over","Males",460,272,181,463,269,152,633,378,157,877,490,174
"Portugal","Services of the business economy","Elementary occupations","60 years or over","Males",709,543,169,1058,860,175,1121,929,170,945,770,164
"Romania","Services of the business economy","Elementary occupations","60 years or over","Males",196,81,182,288,144,157,420,208,159,451,240,174
"Serbia","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia","Services of the business economy","Elementary occupations","60 years or over","Males",851,370,171,406,277,164,594,397,146,797,540,169
"Slovenia","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,1120,836,NA,1102,927,157,1209,987,173
"Spain","Services of the business economy","Elementary occupations","60 years or over","Males",1105,941,172,1173,1060,150,974,917,107,1046,966,121
"Sweden","Services of the business economy","Elementary occupations","60 years or over","Males",1747,2186,160,1805,2176,157,1664,2059,145,1870,2348,148
"Switzerland","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,NA,NA,NA,1863,2671,134,2448,3644,125
"Turkey","Services of the business economy","Elementary occupations","60 years or over","Males",NA,NA,NA,735,423,202,NA,NA,NA,814,487,194
"United Kingdom","Services of the business economy","Elementary occupations","60 years or over","Males",1359,1561,150,1788,2018,166,1236,1307,131,1254,1524,133
