"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Services of the business economy","Managers","60 years or over","Total",5517,5505,150,5277,5549,147,7782,8588,148,8127,8600,156
"Belgium","Services of the business economy","Managers","60 years or over","Total",5176,5183,166,5795,6282,157,6396,7100,150,8170,8880,167
"Bulgaria","Services of the business economy","Managers","60 years or over","Total",851,345,183,1245,474,170,1668,740,161,2036,975,176
"Croatia","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,NA,NA,NA,3475,2447,165,NA,NA,NA
"Cyprus","Services of the business economy","Managers","60 years or over","Total",3602,3301,167,3568,5401,170,6808,6047,167,7685,6922,169
"Czech Rep.","Services of the business economy","Managers","60 years or over","Total",1843,953,168,2575,1566,168,2782,2014,165,3087,1966,165
"Denmark","Services of the business economy","Managers","60 years or over","Total",3802,4896,156,4617,6333,159,5332,7282,157,5879,8181,158
"Estonia","Services of the business economy","Managers","60 years or over","Total",1293,677,177,1646,1052,169,1988,1366,159,2179,1648,173
"Finland","Services of the business economy","Managers","60 years or over","Total",3548,4208,158,4441,5180,153,5346,6387,155,5648,6907,159
"France","Services of the business economy","Managers","60 years or over","Total",5759,5779,140,7370,8168,169,5996,6738,158,5710,6150,156
"Germany","Services of the business economy","Managers","60 years or over","Total",5282,5465,157,6222,6397,147,6466,6754,143,7100,7206,156
"Greece","Services of the business economy","Managers","60 years or over","Total",3855,3218,173,6755,5798,180,7751,7134,156,5613,4795,171
"Hungary","Services of the business economy","Managers","60 years or over","Total",2343,1255,175,2378,1419,171,2744,1639,157,2901,1669,162
"Iceland","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,3735,5599,183,3470,3706,172,4237,5001,170
"Ireland","Services of the business economy","Managers","60 years or over","Total",3172,3740,156,3712,4487,158,4815,5324,160,3499,4279,140
"Italy","Services of the business economy","Managers","60 years or over","Total",6753,6343,165,8964,9171,171,7225,7394,159,7602,7825,171
"Latvia","Services of the business economy","Managers","60 years or over","Total",1172,591,170,1274,732,165,1102,1001,147,1624,1139,157
"Lithuania","Services of the business economy","Managers","60 years or over","Total",1074,529,173,1367,738,156,1773,1049,162,1877,1177,173
"Luxembourg","Services of the business economy","Managers","60 years or over","Total",7050,7215,NA,9987,11211,NA,9812,11869,166,7469,8995,161
"Macedonia","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,NA,NA,NA,2263,876,166,2201,1024,181
"Malta","Services of the business economy","Managers","60 years or over","Total",2772,2002,181,1665,2675,157,3494,2555,158,2835,2293,135
"Montenegro","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,3044,1689,181
"Netherlands","Services of the business economy","Managers","60 years or over","Total",3010,3070,153,3631,3870,139,4745,5286,147,4561,5009,149
"Norway","Services of the business economy","Managers","60 years or over","Total",3694,5395,156,4384,5812,156,4639,6851,156,5217,7641,156
"Poland","Services of the business economy","Managers","60 years or over","Total",2865,1694,185,3223,1873,165,3530,2109,159,4025,2248,177
"Portugal","Services of the business economy","Managers","60 years or over","Total",5795,4437,163,4954,4025,163,4541,3765,160,4786,3898,167
"Romania","Services of the business economy","Managers","60 years or over","Total",1547,636,182,2117,1057,173,2323,1151,163,2404,1277,179
"Serbia","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,2128,1074,184
"Slovakia","Services of the business economy","Managers","60 years or over","Total",1430,621,178,2245,1530,167,2636,1764,150,2831,1919,161
"Slovenia","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,6061,4524,169,5395,4538,159,5066,4136,170
"Spain","Services of the business economy","Managers","60 years or over","Total",4250,3623,181,6190,5591,170,4840,4553,145,4343,4009,153
"Sweden","Services of the business economy","Managers","60 years or over","Total",3538,4427,167,4070,4905,164,4416,5463,168,5426,6814,171
"Switzerland","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,NA,NA,NA,7306,10478,166,7162,10662,162
"Turkey","Services of the business economy","Managers","60 years or over","Total",NA,NA,NA,3603,2072,191,4669,2885,189,4314,2580,182
"United Kingdom","Services of the business economy","Managers","60 years or over","Total",3502,4022,156,4100,4627,154,4170,4406,151,4055,4927,148
