"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belgium","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulgaria","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Croatia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprus","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Czech Rep.","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,620,377,NA,820,593,167,972,619,173
"Denmark","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,2157,2959,142,2472,3377,139,2469,3435,142
"Estonia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Finland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,1493,1741,139,1837,2195,156,1844,2255,151
"France","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Germany","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,1001,1029,83,1015,1060,82,1480,1502,96
"Greece","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hungary","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,158,608,363,169,681,407,145,765,440,152
"Iceland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,1893,2092,132,NA,NA,NA
"Italy","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latvia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,329,189,152,395,359,163,597,419,163
"Lithuania","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luxembourg","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malta","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montenegro","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Netherlands","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,2284,2509,118
"Norway","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,2116,3125,135,2231,3268,128
"Poland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,625,179
"Portugal","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,743,604,149,826,685,172,NA,NA,NA
"Romania","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Serbia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slovakia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",535,233,178,404,276,154,NA,NA,NA,579,392,146
"Slovenia","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spain","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",1357,1157,181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweden","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,1600,1928,162,1722,2130,160,2180,2737,169
"Switzerland","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,2347,63
"Turkey","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"United Kingdom","Education, human health and social work activities, arts, entertainment and recreation, other service activities","Skilled agricultural, forestry and fishery workers","60 years or over","Total",NA,NA,144,1609,1815,146,1390,1469,136,1250,1519,127
