"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Industry and construction","Service and sales workers","Total","Total",1858,1854,156,1779,1871,149,1713,1890,143,1746,1847,141
"Belgium","Industry and construction","Service and sales workers","Total","Total",2449,2452,164,2186,2369,148,2150,2387,136,2404,2613,157
"Bulgaria","Industry and construction","Service and sales workers","Total","Total",227,92,179,302,115,172,436,193,161,486,233,178
"Croatia","Industry and construction","Service and sales workers","Total","Total",NA,NA,NA,NA,NA,NA,1172,826,168,NA,NA,NA
"Cyprus","Industry and construction","Service and sales workers","Total","Total",976,894,169,789,1195,169,1244,1105,173,NA,NA,NA
"Czech Rep.","Industry and construction","Service and sales workers","Total","Total",581,300,168,755,459,170,821,594,171,934,595,169
"Denmark","Industry and construction","Service and sales workers","Total","Total",1202,1548,98,1370,1879,100,2141,2924,116,1724,2399,96
"Estonia","Industry and construction","Service and sales workers","Total","Total",500,262,180,604,386,171,641,441,158,903,683,177
"Finland","Industry and construction","Service and sales workers","Total","Total",1526,1810,160,1749,2040,148,1960,2341,155,2147,2626,156
"France","Industry and construction","Service and sales workers","Total","Total",1365,1370,133,1470,1629,138,1747,1964,143,1666,1794,145
"Germany","Industry and construction","Service and sales workers","Total","Total",1415,1464,137,1396,1436,126,1652,1725,130,1563,1586,125
"Greece","Industry and construction","Service and sales workers","Total","Total",1303,1088,170,1715,1472,180,1551,1428,162,1518,1297,166
"Hungary","Industry and construction","Service and sales workers","Total","Total",652,350,180,616,368,175,763,456,162,1148,661,173
"Iceland","Industry and construction","Service and sales workers","Total","Total",967,1266,107,1108,1662,105,1581,1688,147,1601,1889,141
"Ireland","Industry and construction","Service and sales workers","Total","Total",2115,2493,153,2595,3136,166,2602,2877,161,2429,2970,165
"Italy","Industry and construction","Service and sales workers","Total","Total",2074,1948,177,2098,2147,170,2142,2192,165,2280,2347,175
"Latvia","Industry and construction","Service and sales workers","Total","Total",331,167,171,426,245,168,386,351,151,656,460,164
"Lithuania","Industry and construction","Service and sales workers","Total","Total",487,240,178,495,268,170,609,360,163,694,435,172
"Luxembourg","Industry and construction","Service and sales workers","Total","Total",1876,1920,170,1653,1856,148,1919,2321,164,2057,2477,172
"Macedonia","Industry and construction","Service and sales workers","Total","Total",NA,NA,NA,NA,NA,NA,907,351,168,796,370,180
"Malta","Industry and construction","Service and sales workers","Total","Total",1053,760,149,505,812,141,1733,1267,186,1422,1151,161
"Montenegro","Industry and construction","Service and sales workers","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,926,514,180
"Netherlands","Industry and construction","Service and sales workers","Total","Total",2352,2399,152,1707,1820,130,1800,2006,129,1713,1881,123
"Norway","Industry and construction","Service and sales workers","Total","Total",2013,2940,142,2323,3080,139,2281,3368,137,2479,3631,133
"Poland","Industry and construction","Service and sales workers","Total","Total",647,383,186,653,379,170,873,522,165,1039,580,180
"Portugal","Industry and construction","Service and sales workers","Total","Total",759,581,167,1023,831,172,1087,901,171,1097,894,171
"Romania","Industry and construction","Service and sales workers","Total","Total",332,137,188,443,221,179,537,266,171,559,297,183
"Serbia","Industry and construction","Service and sales workers","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,898,453,185
"Slovakia","Industry and construction","Service and sales workers","Total","Total",579,252,174,543,370,168,823,551,164,1018,690,174
"Slovenia","Industry and construction","Service and sales workers","Total","Total",1060,728,161,1165,870,176,1324,1114,163,1567,1279,177
"Spain","Industry and construction","Service and sales workers","Total","Total",1345,1146,170,1413,1276,161,1437,1352,157,1548,1429,155
"Sweden","Industry and construction","Service and sales workers","Total","Total",1438,1800,149,1960,2362,160,1954,2417,151,2366,2971,162
"Switzerland","Industry and construction","Service and sales workers","Total","Total",NA,NA,NA,NA,NA,NA,2728,3912,161,2918,4345,143
"Turkey","Industry and construction","Service and sales workers","Total","Total",NA,NA,NA,897,516,200,1006,621,201,992,593,200
"United Kingdom","Industry and construction","Service and sales workers","Total","Total",1708,1962,146,1733,1956,143,1799,1901,152,1759,2137,153
