"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Industry and construction","Skilled manual workers","Total","Total",2046,2041,180,2075,2182,176,2100,2318,169,2467,2611,176
"Belgium","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,2173,2356,165,2341,2599,160,2532,2752,168
"Bulgaria","Industry and construction","Skilled manual workers","Total","Total",348,141,183,480,183,176,654,290,166,760,364,182
"Croatia","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,NA,NA,NA,1052,741,170,NA,NA,NA
"Cyprus","Industry and construction","Skilled manual workers","Total","Total",1479,1355,175,1175,1779,174,2049,1820,178,1694,1526,170
"Czech Rep.","Industry and construction","Skilled manual workers","Total","Total",765,396,171,990,602,173,1058,765,173,1231,784,172
"Denmark","Industry and construction","Skilled manual workers","Total","Total",2193,2824,140,2261,3101,135,2578,3521,131,2662,3705,134
"Estonia","Industry and construction","Skilled manual workers","Total","Total",679,356,185,904,578,176,1051,722,170,1332,1007,184
"Finland","Industry and construction","Skilled manual workers","Total","Total",1806,2142,168,2123,2476,168,2335,2790,166,2506,3065,167
"France","Industry and construction","Skilled manual workers","Total","Total",1677,1683,147,1769,1960,152,1700,1911,151,1980,2132,152
"Germany","Industry and construction","Skilled manual workers","Total","Total",2295,2374,167,2438,2507,164,2379,2485,160,2756,2797,165
"Greece","Industry and construction","Skilled manual workers","Total","Total",1455,1214,181,1943,1668,182,1987,1829,173,1832,1565,171
"Hungary","Industry and construction","Skilled manual workers","Total","Total",724,388,186,840,501,184,982,587,167,1106,637,175
"Iceland","Industry and construction","Skilled manual workers","Total","Total",1937,2536,190,2137,3205,188,2007,2143,183,2355,2779,184
"Ireland","Industry and construction","Skilled manual workers","Total","Total",2006,2365,165,2521,3047,175,2783,3077,167,2816,3443,167
"Italy","Industry and construction","Skilled manual workers","Total","Total",1637,1538,179,1719,1759,174,1861,1904,169,2078,2139,184
"Latvia","Industry and construction","Skilled manual workers","Total","Total",510,257,177,665,382,173,527,479,154,933,654,164
"Lithuania","Industry and construction","Skilled manual workers","Total","Total",584,288,177,830,449,173,795,470,163,971,609,179
"Luxembourg","Industry and construction","Skilled manual workers","Total","Total",2310,2364,183,2228,2502,176,2280,2759,173,2574,3100,188
"Macedonia","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,NA,NA,NA,781,303,168,769,358,182
"Malta","Industry and construction","Skilled manual workers","Total","Total",1523,1100,197,722,1160,190,1929,1410,195,1758,1422,181
"Montenegro","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,672,182
"Netherlands","Industry and construction","Skilled manual workers","Total","Total",2116,2158,161,2047,2182,159,2365,2635,165,2409,2646,164
"Norway","Industry and construction","Skilled manual workers","Total","Total",2286,3339,164,2723,3611,165,2828,4177,163,3121,4571,163
"Poland","Industry and construction","Skilled manual workers","Total","Total",850,503,188,983,571,179,1131,676,172,1469,820,187
"Portugal","Industry and construction","Skilled manual workers","Total","Total",850,651,171,889,723,174,969,803,174,1015,827,174
"Romania","Industry and construction","Skilled manual workers","Total","Total",405,167,189,545,272,180,767,380,173,824,438,187
"Serbia","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,971,490,186
"Slovakia","Industry and construction","Skilled manual workers","Total","Total",700,304,173,674,459,172,980,656,165,1181,801,174
"Slovenia","Industry and construction","Skilled manual workers","Total","Total",1067,733,170,1184,884,180,1283,1079,166,1531,1250,179
"Spain","Industry and construction","Skilled manual workers","Total","Total",1593,1358,183,1692,1528,171,1780,1674,168,1961,1811,168
"Sweden","Industry and construction","Skilled manual workers","Total","Total",1776,2222,171,2113,2546,171,2331,2883,172,2687,3374,172
"Switzerland","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,NA,NA,NA,2859,4100,174,3336,4966,175
"Turkey","Industry and construction","Skilled manual workers","Total","Total",NA,NA,NA,831,478,203,984,608,204,972,582,204
"United Kingdom","Industry and construction","Skilled manual workers","Total","Total",2340,2687,182,2587,2920,184,2367,2501,183,2310,2806,182
