"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Services of the business economy","Total","Less than 30 years","Total",1346,1343,161,1321,1389,153,1337,1476,147,1490,1577,145
"Belgium","Services of the business economy","Total","Less than 30 years","Total",1705,1708,156,1672,1813,147,1790,1987,144,1877,2041,142
"Bulgaria","Services of the business economy","Total","Less than 30 years","Total",286,116,180,450,171,169,730,324,158,897,429,177
"Croatia","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,1131,796,168,NA,NA,NA
"Cyprus","Services of the business economy","Total","Less than 30 years","Total",1068,979,164,739,1119,171,1423,1264,170,1256,1131,168
"Czech Rep.","Services of the business economy","Total","Less than 30 years","Total",866,448,170,1045,636,170,1110,803,170,1167,744,169
"Denmark","Services of the business economy","Total","Less than 30 years","Total",1040,1339,89,1122,1539,89,1239,1692,86,1121,1559,76
"Estonia","Services of the business economy","Total","Less than 30 years","Total",826,433,179,997,637,166,1086,746,160,1185,896,169
"Finland","Services of the business economy","Total","Less than 30 years","Total",1329,1576,137,1431,1669,135,1573,1880,133,1602,1959,133
"France","Services of the business economy","Total","Less than 30 years","Total",1531,1536,138,1551,1719,148,1548,1739,145,1745,1880,147
"Germany","Services of the business economy","Total","Less than 30 years","Total",1508,1561,150,1390,1429,143,1393,1455,141,1446,1468,128
"Greece","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,1141,979,163,1184,1090,155,969,828,148
"Hungary","Services of the business economy","Total","Less than 30 years","Total",783,420,182,884,528,178,1098,656,162,1177,677,166
"Iceland","Services of the business economy","Total","Less than 30 years","Total",964,1262,113,1131,1695,115,1242,1326,129,1223,1444,118
"Ireland","Services of the business economy","Total","Less than 30 years","Total",1461,1722,132,1705,2061,147,1818,2010,147,1736,2123,125
"Italy","Services of the business economy","Total","Less than 30 years","Total",1401,1316,164,1485,1519,160,1444,1478,156,1472,1515,161
"Latvia","Services of the business economy","Total","Less than 30 years","Total",613,309,172,785,451,166,678,616,149,968,679,153
"Lithuania","Services of the business economy","Total","Less than 30 years","Total",616,303,172,765,414,166,914,541,155,903,567,167
"Luxembourg","Services of the business economy","Total","Less than 30 years","Total",2038,2086,164,2001,2246,159,2037,2464,155,2181,2627,171
"Macedonia","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,1182,458,164,794,369,178
"Malta","Services of the business economy","Total","Less than 30 years","Total",1244,898,158,580,932,154,1466,1072,156,1442,1166,147
"Montenegro","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,944,524,175
"Netherlands","Services of the business economy","Total","Less than 30 years","Total",1062,1083,110,916,977,101,1006,1121,99,1005,1104,96
"Norway","Services of the business economy","Total","Less than 30 years","Total",1434,2095,119,1534,2033,112,1500,2216,105,1669,2444,108
"Poland","Services of the business economy","Total","Less than 30 years","Total",842,498,186,867,504,168,1092,652,162,1330,743,176
"Portugal","Services of the business economy","Total","Less than 30 years","Total",972,744,164,933,758,167,921,764,157,906,738,153
"Romania","Services of the business economy","Total","Less than 30 years","Total",414,170,186,596,298,175,849,421,166,870,462,177
"Serbia","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,915,462,183
"Slovakia","Services of the business economy","Total","Less than 30 years","Total",776,337,171,737,502,170,1062,711,162,1142,774,172
"Slovenia","Services of the business economy","Total","Less than 30 years","Total",1209,831,156,1228,917,177,1336,1124,165,1401,1144,174
"Spain","Services of the business economy","Total","Less than 30 years","Total",1211,1032,168,1245,1124,157,1319,1241,153,1295,1195,143
"Sweden","Services of the business economy","Total","Less than 30 years","Total",1390,1740,144,1590,1916,146,1663,2057,143,1871,2349,141
"Switzerland","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,NA,NA,NA,2059,2953,150,2482,3696,148
"Turkey","Services of the business economy","Total","Less than 30 years","Total",NA,NA,NA,857,493,197,982,607,197,982,588,195
"United Kingdom","Services of the business economy","Total","Less than 30 years","Total",1567,1800,134,1700,1919,138,1484,1568,134,1514,1839,138
