"GEO","NACE_R2","ISCO08","AGE","SEX","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1848,1844,198,1777,1869,183,1779,1964,175,2045,2164,176
"Belgium","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,1880,2038,161,1941,2154,158,2064,2243,158
"Bulgaria","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",266,108,183,357,136,173,568,252,164,610,292,180
"Croatia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,NA,NA,NA,968,682,169,NA,NA,NA
"Cyprus","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",998,915,170,NA,NA,NA,NA,NA,NA,1224,1102,170
"Czech Rep.","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",820,424,180,882,536,175,916,663,175,980,624,172
"Denmark","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1657,2134,120,1573,2157,105,2069,2825,120,1881,2618,111
"Estonia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",713,373,190,1017,650,179,NA,NA,NA,1279,967,184
"Finland","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1600,1898,173,1796,2095,168,2318,2769,169,2187,2675,167
"France","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1589,1594,153,1625,1801,163,1653,1857,159,1812,1952,156
"Germany","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1885,1951,176,1620,1665,163,1534,1603,160,1530,1552,142
"Greece","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",983,821,169,1493,1281,181,NA,NA,NA,1211,1035,153
"Hungary","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",605,324,187,734,438,183,888,530,168,968,557,175
"Iceland","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,2401,192
"Ireland","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1780,2099,171,2326,2812,182,NA,NA,172,1842,2252,150
"Italy","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1445,1357,164,1709,1749,172,1722,1762,169,1731,1782,176
"Latvia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",517,261,179,704,404,171,662,602,154,903,633,158
"Lithuania","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",514,253,170,609,329,170,NA,NA,NA,842,528,178
"Luxembourg","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1837,1880,157,NA,NA,NA,NA,NA,NA,2209,2661,174
"Macedonia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,NA,NA,NA,808,313,NA,638,297,179
"Malta","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1343,970,198,675,1085,196,1793,1311,174,1353,1094,159
"Montenegro","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,801,444,175
"Netherlands","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1832,1869,165,1362,1451,146,1611,1795,149,1372,1507,130
"Norway","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1847,2698,155,2164,2870,155,2125,3139,147,2268,3322,146
"Poland","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",712,421,189,754,438,176,892,533,170,1075,600,184
"Portugal","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",917,702,176,964,783,178,948,786,176,950,774,175
"Romania","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",320,132,189,425,212,178,560,277,166,569,302,181
"Serbia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,NA,NA,NA,NA,NA,NA,824,416,184
"Slovakia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",669,291,176,598,407,173,845,565,166,903,612,171
"Slovenia","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1057,726,NA,1121,837,176,1260,1060,170,1355,1106,181
"Spain","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1224,1043,173,1350,1219,166,1283,1207,153,1193,1101,128
"Sweden","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1489,1864,167,1833,2209,173,2046,2531,174,2430,3051,177
"Switzerland","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,NA,NA,NA,2287,3280,176,2646,3939,172
"Turkey","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",NA,NA,NA,675,388,201,NA,NA,NA,886,530,199
"United Kingdom","Services of the business economy","Plant and machine operators and assemblers","Less than 30 years","Males",1857,2133,187,2021,2280,186,1646,1740,172,1744,2119,181
